concurso;data_do_sorteio;bola1;bola2;bola3;bola4;bola5;bola6;ganhadores_sena;cidade;rateio_sena;ganhadores_quina;rateio_quina;ganhadores_quadra;rateio_quadra;valor_acumulado;arrecadacao_total;estimativa_prêmio;acumulado_megadavirada;uf
1062;2009-4-04;2;8;23;33;37;55;0;;0.00;114;9967.04;6442;176.38;3684492.68;0.00;6000000.00;10746884.98;NULL
1063;2009-4-08;1;22;44;47;49;50;0;;0.00;68;17776.43;4202;287.67;5911224.82;0.00;8000000.00;11064989.58;NULL
1064;2009-4-11;4;16;19;28;29;49;0;;0.00;74;15699.66;5517;210.58;14524789.16;0.00;17000000.00;11370719.78;NULL
1065;2009-4-15;7;19;30;39;43;57;0;;0.00;72;23596.92;6501;261.34;17654485.48;0.00;21000000.00;11817819.26;NULL
1066;2009-4-18;6;10;25;32;43;49;0;;0.00;115;18205.45;8153;256.79;21511165.79;0.00;25000000.00;12368773.61;NULL
1067;2009-4-22;4;10;14;25;28;56;0;;0.00;172;11762.29;10795;267.73;25237954.47;0.00;30000000.00;12901172.01;NULL
1068;2009-4-25;25;27;44;47;48;57;0;;0.00;146;19264.05;10795;372.20;30418969.33;0.00;36000000.00;13641317.01;NULL
1069;2009-4-29;9;17;28;45;49;53;1;RJ;36400425.15;275;11807.55;16287;284.80;0.00;0.00;17000000.00;14495810.71;NULL
1070;2009-5-02;5;8;16;23;41;53;2;"DF; SP";8120833.45;302;4478.33;8729;221.34;0.00;0.00;1500000.00;14851720.31;NULL
1071;2009-5-06;5;7;37;43;53;54;0;;0.00;56;17508.53;3846;364.19;1806143.13;0.00;4000000.00;15109740.78;NULL
1072;2009-5-09;9;18;19;43;47;54;0;;0.00;47;27186.35;4915;371.38;4159908.54;0.00;7000000.00;15445992.99;NULL
1073;2009-5-13;8;25;32;34;36;44;0;;0.00;66;20356.35;5305;361.79;6634811.63;0.00;9000000.00;15799550.59;NULL
1074;2009-5-16;3;10;23;29;47;50;0;;0.00;111;13830.94;7099;308.94;16976970.12;0.00;20000000.00;16203559.66;NULL
1075;2009-5-20;10;12;16;21;39;53;0;;0.00;119;15845.68;7179;375.22;20450510.01;0.00;25000000.00;16699779.66;NULL
1076;2009-5-23;4;10;19;32;33;42;0;;0.00;102;21442.45;8656;360.96;24479432.11;0.00;30000000.00;17275339.96;NULL
1077;2009-5-27;5;6;9;11;18;37;2;"BELO HORIZONTE/MG; SÃO PAULO/SP";14486088.42;300;8129.73;19219;181.28;0.00;41658547.00;2000000.00;17917160.64;NULL
1078;2009-5-30;3;6;34;41;43;45;0;;0.00;47;22507.73;3645;414.60;1948695.28;18069091.25;4000000.00;18195545.69;NULL
1079;2009-6-03;5;12;24;28;36;37;1;INDAIATUBA/SP;4033499.58;150;7545.01;8339;193.88;0.00;19331149.25;12000000.00;18493374.90;NULL
1080;2009-6-06;11;18;20;34;41;56;0;;0.00;59;24305.19;4152;493.39;12716777.49;24493897.75;16000000.00;18870745.01;NULL
1081;2009-6-10;9;16;24;29;52;56;0;;0.00;109;16360.33;7213;353.18;16001758.39;30459672.25;20000000.00;19340028.00;NULL
1082;2009-6-13;4;17;38;40;50;55;0;;0.00;63;28937.66;5460;476.99;19360050.18;31139440.50;23000000.00;19819783.99;NULL
1083;2009-6-17;10;20;23;28;42;43;0;;0.00;70;31956.08;6647;480.75;23480703.04;38208360.75;28000000.00;20408448.69;NULL
1084;2009-6-20;5;20;29;33;40;59;0;;0.00;108;23240.93;7731;463.81;39437088.95;42873020.75;45000000.00;21068980.41;NULL
1085;2009-6-24;12;21;39;40;50;55;0;;0.00;81;44000.86;7674;663.47;46002479.88;60876961.25;55000000.00;22006893.41;NULL
1086;2009-6-27;2;4;6;10;23;45;4;"IBIRITÉ/MG; LONDRINA/PR; LEME/SP; SÃO BERNARDO DO CAMPO/SP";13904065.20;954;5470.55;52159;142.93;0.00;89142866.75;2000000.00;23380290.70;NULL
1087;2009-7-01;3;20;28;32;36;46;0;;0.00;58;20380.65;4426;381.53;2177511.76;20190770.25;4000000.00;23691363.83;NULL
1088;2009-7-04;6;24;31;35;42;57;0;;0.00;78;19245.30;5886;364.33;4942757.79;25640480.25;8000000.00;24086398.99;NULL
1089;2009-7-08;2;18;20;32;37;48;0;;0.00;93;17263.31;6101;375.93;23035860.57;27422916.50;27000000.00;24508895.60;NULL
1090;2009-7-11;9;20;24;36;40;42;0;;0.00;175;12820.74;10325;310.42;27168860.47;38322847.50;32000000.00;25099324.18;NULL
1091;2009-7-15;17;23;24;27;49;56;0;;0.00;146;18821.58;12471;314.78;32230875.61;46937052.75;38000000.00;25822469.22;NULL
1092;2009-7-18;1;9;30;33;34;40;0;;0.00;130;25322.41;11224;418.98;38294925.87;56228327.75;45000000.00;26688762.13;NULL
1093;2009-7-22;19;23;27;38;41;49;0;;0.00;299;13845.47;18464;320.29;45920866.95;70710811.50;56000000.00;27778182.30;NULL
1094;2009-7-25;9;10;21;36;41;48;1;RIO DE JANEIRO/RJ;55863193.02;211;25579.45;18534;416.01;0.00;92189270.25;25000000.00;29198514.62;NULL
1095;2009-7-29;10;16;21;23;27;36;0;;0.00;168;12339.22;10462;283.06;24452986.89;35408194.50;29000000.00;29744038.01;NULL
1096;2009-8-01;3;13;14;16;41;52;0;;0.00;102;26537.40;9766;395.95;29439225.73;46234424.25;35000000.00;30456357.86;NULL
1097;2009-8-05;1;17;21;33;48;56;1;SANTOS/SP;34907671.59;242;12266.88;13115;323.35;0.00;50705642.75;2000000.00;31237564.43;NULL
1098;2009-8-08;11;20;21;30;50;52;1;BELÉM/PA;2656519.77;49;29430.83;3434;599.92;0.00;24632326.25;2500000.00;31617067.26;NULL
1099;2009-8-12;14;31;35;38;44;55;0;;0.00;42;30298.50;3392;535.94;14459242.92;21735883.75;17000000.00;31951945.49;NULL
1100;2009-8-15;7;17;18;33;41;42;0;;0.00;119;16950.03;10353;278.32;18174867.35;34452773.25;23000000.00;32482748.98;NULL
1101;2009-8-19;6;7;10;12;24;57;1;GUARATINGUETA/SP;22310116.55;284;7904.40;17901;179.14;0.00;38343704.00;2000000.00;33073498.88;NULL
1102;2009-8-22;9;11;23;35;46;51;0;;0.00;83;15534.50;5695;323.43;2375142.54;22023282.75;5000000.00;33412804.97;NULL
1103;2009-8-26;10;19;28;41;55;56;0;;0.00;47;29544.00;5696;348.25;4933030.92;23717776.25;8000000.00;33778217.62;NULL
1104;2009-8-29;2;3;6;35;49;58;0;;0.00;95;17867.29;6982;347.29;18060804.99;28992726.00;21000000.00;34224899.83;NULL
1105;2009-9-02;1;15;28;43;50;57;1;TERRA ROXA/PR;21878202.24;135;15350.38;7144;414.39;0.00;35396452.00;2000000.00;34770242.31;NULL
1106;2009-9-05;4;15;43;47;50;60;0;;0.00;37;31924.48;3139;537.57;2175905.27;20175874.25;5000000.00;35081085.93;NULL
1107;2009-9-09;3;9;20;36;53;54;0;;0.00;85;14819.61;6294;285.91;4496344.33;21516050.00;7000000.00;35412577.23;NULL
1108;2009-9-12;7;9;39;43;44;60;0;;0.00;71;24403.73;5791;427.42;7688095.88;29595212.00;12000000.00;35868541.75;NULL
1109;2009-9-16;6;8;11;14;29;52;0;;0.00;141;12814.67;8371;308.35;20340725.12;30862658.00;24000000.00;36344033.43;NULL
1110;2009-9-19;6;14;26;28;42;45;2;"Curitiba/PR; PORTO ALEGRE/RS";12343077.59;217;10870.72;11277;298.83;0.00;40292586.00;2000000.00;36964809.17;NULL
1111;2009-9-23;4;9;25;32;33;43;1;SÃO CAETANO DO SUL/SP;2100928.15;52;21932.77;5266;309.39;0.00;19480656.00;2000000.00;37264941.78;NULL
1112;2009-9-26;4;32;34;43;52;58;0;;0.00;43;28083.09;3283;525.46;2224476.04;20626242.00;5000000.00;37582724.09;NULL
1113;2009-9-30;3;6;29;36;47;59;2;"PARAUAPEBAS/PA; AMPARO/SP";2321158.61;82;16006.62;5947;315.29;0.00;22419202.00;2000000.00;37928129.99;NULL
1114;2009-10-03;3;15;16;22;25;54;1;ITUPEVA/SP;2310563.74;65;19297.02;5054;354.54;0.00;21424482.00;11000000.00;38258210.54;NULL
1115;2009-10-07;18;30;37;41;44;50;0;;0.00;26;56589.75;3005;699.46;11132729.77;25131470.00;14000000.00;38645403.53;NULL
1116;2009-10-10;4;9;13;17;20;47;1;Florianópolis/SC;14545870.49;259;7153.85;14186;186.58;0.00;31648022.00;2000000.00;39132995.07;NULL
1117;2009-10-14;1;6;17;27;35;40;0;;0.00;36;26269.86;3143;429.85;1742106.23;16153514.00;4000000.00;39381867.40;NULL
1118;2009-10-17;8;20;21;43;44;55;0;;0.00;30;44640.50;2965;645.24;4209080.96;22874788.00;7000000.00;39734292.39;NULL
1119;2009-10-21;10;34;41;44;45;54;0;;0.00;22;61156.09;2684;716.11;14740142.18;22981012.00;18000000.00;40088353.92;NULL
1120;2009-10-24;7;35;40;44;50;55;0;;0.00;63;30741.97;4116;672.20;18307829.45;33081040.00;22000000.00;40598023.55;NULL
1121;2009-10-28;4;17;18;54;56;59;1;SÃO PAULO/SP;22023474.44;94;21458.13;6105;471.99;0.00;34452964.00;2000000.00;41128829.98;NULL
1122;2009-10-31;26;44;46;49;55;56;0;;0.00;20;56270.34;2425;662.97;2073117.88;19222788.00;4000000.00;41424989.69;NULL
1123;2009-11-04;4;14;19;39;45;60;0;;0.00;51;20674.90;3386;444.86;4015470.76;18010282.00;6000000.00;41702468.69;NULL
1124;2009-11-07;7;11;16;18;33;49;0;;0.00;122;12110.47;7528;280.37;15550005.71;25236404.00;20000000.00;42091278.37;NULL
1125;2009-11-11;3;7;29;33;42;56;1;RIO DE JANEIRO/RJ;19093732.19;263;7314.59;11744;234.00;0.00;32858866.00;2500000.00;42597525.04;NULL
1126;2009-11-14;4;31;42;52;57;59;0;;0.00;21;55019.03;2186;755.06;2128367.63;19735086.00;5000000.00;42901577.57;NULL
1127;2009-11-18;5;8;14;24;29;30;3;"RIO DE JANEIRO/RJ; PORTO ALEGRE/RS; SÃO BERNARDO DO CAMPO/SP";1463875.35;152;8083.07;7135;245.99;0.00;20985848.00;2000000.00;43224900.21;NULL
1128;2009-11-21;8;16;24;39;52;60;1;SETE LAGOAS/MG;1903809.92;43;24034.81;3389;435.65;0.00;17652896.00;2000000.00;43496873.07;NULL
1129;2009-11-25;12;17;19;32;47;55;0;;0.00;75;12933.06;4068;340.63;9094554.71;16567972.00;12000000.00;43752130.84;NULL
1130;2009-11-28;5;18;23;32;49;54;0;;0.00;279;5751.46;9245;247.95;12050502.92;27408748.00;15000000.00;44174409.16;NULL
1131;2009-12-02;1;8;16;34;36;49;0;;0.00;119;16728.24;7753;366.80;15717508.75;34001962.00;20000000.00;44698267.16;NULL
1132;2009-12-05;12;27;30;33;52;55;0;;0.00;104;21594.12;7799;411.36;19854486.10;38359728.00;24000000.00;45289263.93;NULL
1133;2009-12-09;5;10;16;21;39;58;1;Montes Claros/MG;23878446.59;111;19679.60;8648;360.84;0.00;37311790.00;2500000.00;45864115.44;NULL
1134;2009-12-12;9;22;29;36;51;56;0;;0.00;53;23806.49;3770;478.11;13077964.72;21551532.00;16000000.00;46196153.41;NULL
1135;2009-12-16;4;5;6;19;23;39;1;VITÓRIA/ES;16270571.71;127;13646.69;9233;268.15;0.00;29603144.00;2000000.00;46652240.14;NULL
1136;2009-12-19;7;31;32;34;37;43;0;;0.00;41;30316.49;4242;418.59;2289692.56;21230956.00;5000000.00;46979339.10;NULL
1137;2009-12-22;19;21;25;28;43;50;0;;0.00;33;25712.12;2763;438.70;3852718.38;14493008.00;6000000.00;47202628.51;NULL
1138;2009-12-24;2;4;15;18;25;36;0;;0.00;118;9499.16;6796;235.62;5917535.51;19145820.00;7500000.00;47497602.38;NULL
1139;2009-12-26;9;28;31;36;37;42;0;;0.00;25;31748.14;2049;553.37;61731493.11;13557048.00;120000000.00;61731493.11;NULL
1141;2010-1-02;9;37;40;50;58;60;0;;0.00;6;54748.35;683;687.07;605113.35;5610856.00;2000000.00;86444.79;NULL
1142;2010-1-06;3;15;26;28;31;58;0;;0.00;66;15347.72;3640;397.54;2471072.68;17301930.00;5000000.00;353010.42;NULL
1143;2010-1-09;3;30;35;44;47;60;0;;0.00;52;24432.56;3686;492.40;4811454.35;21700966.00;7000000.00;687350.67;NULL
1144;2010-1-13;1;10;18;19;44;49;0;;0.00;92;14090.42;6105;303.33;11724753.92;22142094.00;15000000.00;1028487.25;NULL
1146;2010-1-20;6;10;28;33;34;53;0;;0.00;53;18010.80;3641;374.53;1758423.03;16304810.00;4000000.00;1724257.97;NULL
1147;2010-1-23;6;23;31;33;39;52;0;;0.00;30;40732.25;3040;574.23;4009415.81;20872116.00;7000000.00;2045828.37;NULL
1148;2010-1-27;27;28;29;32;48;55;0;;0.00;37;33116.63;3792;461.61;6266575.92;20929302.00;9000000.00;2368279.83;NULL
1149;2010-1-30;7;8;23;36;46;54;0;;0.00;91;16567.30;6998;307.76;16684537.21;25751354.00;20000000.00;2765023.19;NULL
1150;2010-2-03;15;17;28;31;35;52;0;;0.00;58;30422.46;5033;500.83;19934936.77;30139020.00;24000000.00;3229366.00;NULL
1151;2010-2-06;1;4;14;21;25;51;0;;0.00;101;20457.88;7455;395.94;23741179.41;35293022.00;28000000.00;3773114.97;NULL
1152;2010-2-10;14;20;29;36;44;47;0;;0.00;99;21940.52;6884;450.75;27742438.13;37101290.00;32000000.00;4344723.37;NULL
1153;2010-2-13;6;17;19;34;46;55;0;;0.00;148;16706.38;9655;365.84;32297124.60;42232896.00;34000000.00;4995392.88;NULL
1154;2010-2-17;4;12;14;21;26;28;0;;0.00;141;10837.51;8206;266.02;46695017.02;26100894.00;52000000.00;5397521.51;NULL
1155;2010-2-20;20;28;40;41;51;58;0;;0.00;76;47668.53;6061;853.89;53368610.37;61880258.00;61000000.00;6350892.01;NULL
1156;2010-2-24;9;24;31;44;48;49;0;;0.00;210;21432.57;15420;416.97;61659631.20;76877700.00;70000000.00;7535323.58;NULL
1159;2010-3-06;5;6;34;46;53;55;0;;0.00;72;23949.93;7628;322.94;25368068.86;29453948.00;30000000.00;9905576.66;NULL
1160;2010-3-10;1;3;5;18;40;48;1;RECIFE/PE;29887804.73;118;20792.97;10504;333.69;0.00;41908820.00;2000000.00;10551253.23;NULL
1161;2010-3-13;4;7;42;47;48;51;0;;0.00;43;30752.91;4214;448.29;2435954.08;22587152.00;5000000.00;10899246.69;NULL
1162;2010-3-17;18;22;25;30;31;41;0;;0.00;43;32527.61;3308;604.02;5012483.34;23890622.00;8000000.00;11267322.32;NULL
1163;2010-3-20;5;17;31;47;51;53;0;;0.00;72;23479.92;6107;395.46;8126662.78;28875932.00;12000000.00;11712205.12;NULL
1164;2010-3-24;6;14;17;26;40;49;0;;0.00;56;30323.49;5145;471.50;21170174.38;29005080.00;25000000.00;12159077.66;NULL
1165;2010-3-27;20;40;42;52;54;60;0;;0.00;70;31855.07;3923;812.00;25277800.98;38087576.00;30000000.00;12745881.47;NULL
1166;2010-3-31;22;28;30;31;35;54;0;;0.00;86;27930.00;6211;552.47;29702501.97;41027618.00;35000000.00;13377981.62;NULL
1167;2010-4-03;20;28;43;51;52;56;0;;0.00;44;52834.93;4342;764.86;33984911.71;39708236.00;39000000.00;13989754.45;NULL
1168;2010-4-07;4;5;20;47;53;56;0;;0.00;97;30457.03;8380;503.63;39427100.86;50462180.00;47000000.00;14767210.06;NULL
1169;2010-4-10;1;11;14;23;42;48;1;TUPASSI/PR;46206248.49;179;20559.27;12185;431.45;0.00;62859000.00;19000000.00;15735659.74;NULL
1170;2010-4-14;11;13;27;34;46;49;1;RIO DE JANEIRO/RJ;19095125.12;228;7995.63;10746;242.34;0.00;31138258.00;2000000.00;16215397.51;NULL
1171;2010-4-17;3;10;13;30;41;57;0;;0.00;79;16796.08;5610;337.88;2444272.09;22664280.00;5000000.00;16564579.25;NULL
1172;2010-4-20;6;12;28;43;52;56;0;;0.00;90;12059.64;6438;240.83;4443633.49;18538888.00;7000000.00;16850202.32;NULL
1173;2010-4-24;5;7;24;25;36;47;0;;0.00;140;11754.52;9619;244.40;7475062.00;28108632.00;10000000.00;17283263.55;NULL
1174;2010-4-28;6;7;39;47;51;52;0;;0.00;38;44358.87;4174;576.91;19341429.43;28791936.00;22000000.00;17726852.25;NULL
1175;2010-4-30;2;3;12;16;37;47;0;;0.00;77;23254.42;6958;367.63;22639885.13;30584616.00;26000000.00;18198060.21;NULL
1176;2010-5-05;11;14;21;30;33;49;0;;0.00;102;23255.21;7379;459.22;27009415.74;40516056.00;33000000.00;18822278.89;NULL
1177;2010-5-08;33;38;47;50;52;55;1;SÃO PAULO/SP;32015488.03;78;34840.80;6269;619.27;0.00;46418328.00;2000000.00;19537432.09;NULL
1178;2010-5-12;1;22;30;45;50;53;0;;0.00;27;42621.06;2330;705.56;2119836.94;19655986.00;5000000.00;19840265.97;NULL
1179;2010-5-15;5;22;28;47;59;60;0;;0.00;99;15119.91;5765;370.92;15909470.94;25567678.00;20000000.00;20234179.49;NULL
1180;2010-5-19;12;30;34;44;57;60;0;;0.00;70;27747.38;5176;536.07;19487422.20;33176212.00;24000000.00;20745315.40;NULL
1181;2010-5-22;18;20;26;31;44;45;0;;0.00;67;35528.46;5964;570.18;23872382.69;40659128.00;29000000.00;21371738.34;NULL
1182;2010-5-26;2;4;29;52;56;60;0;;0.00;82;29243.72;7157;478.64;28289723.98;40959376.00;34000000.00;22002787.10;NULL
1183;2010-5-29;5;10;12;20;29;37;4;"RIO DE JANEIRO/RJ; SÃO BERNARDO DO CAMPO/SP; SÃO PAULO/SP";8393631.32;545;5264.03;21948;186.73;0.00;49002816.00;2500000.00;22757758.73;NULL
1184;2010-6-02;4;9;23;27;28;30;0;;0.00;134;8850.14;7342;230.75;14661502.87;20256366.00;18000000.00;23069842.46;NULL
1185;2010-6-05;2;10;21;35;43;54;0;;0.00;96;17861.30;5571;439.69;17820133.57;29288102.00;22000000.00;23521075.43;NULL
1186;2010-6-09;7;8;12;13;15;41;1;SÃO PAULO/SP;21726964.78;196;10820.67;12126;249.85;0.00;36225720.00;1500000.00;24079194.19;NULL
1187;2010-6-12;8;17;19;40;43;49;0;;0.00;42;29259.35;4013;437.46;2263749.35;20990400.00;5000000.00;24402586.97;NULL
1188;2010-6-16;9;20;44;52;59;60;0;;0.00;32;37874.46;3164;547.21;4496348.84;20701566.00;7000000.00;24721529.75;NULL
1189;2010-6-19;14;21;27;31;35;50;0;;0.00;44;34335.73;4064;531.06;16296089.09;25805114.00;20000000.00;25119101.38;NULL
1190;2010-6-23;10;11;19;37;53;56;2;"SÃO GONÇALO DO RIO ABAIXO/MG; CARLÓPOLIS/PR";9806336.06;146;12331.72;7261;354.22;0.00;30752700.00;2000000.00;25592898.97;NULL
1191;2010-6-26;3;11;16;22;25;33;0;;0.00;138;7708.45;6525;232.89;1959568.05;18169908.00;4000000.00;25872837.29;NULL
1192;2010-6-30;17;20;49;52;57;59;0;;0.00;34;33493.09;2691;604.53;4057292.71;19450952.00;6500000.00;26172512.25;NULL
1193;2010-7-03;2;9;12;14;32;54;0;;0.00;72;18268.32;5845;321.47;6480249.51;22466636.00;9000000.00;26518648.95;NULL
1194;2010-7-07;6;13;24;41;50;53;0;;0.00;54;27420.66;4511;468.92;17080404.23;25291720.00;21000000.00;26908310.87;NULL
1195;2010-7-10;17;20;26;27;55;57;1;MOMBAÇA/CE;20642817.77;63;30696.54;4448;621.10;0.00;33032140.00;2000000.00;27417227.11;NULL
1196;2010-7-14;3;6;19;20;58;60;0;;0.00;85;12208.59;5086;291.48;1911607.90;17725202.00;5000000.00;27690313.98;NULL
1197;2010-7-17;36;37;39;49;54;60;0;;0.00;35;37329.11;2662;701.14;4318353.37;22316318.00;7000000.00;28034134.77;NULL
1198;2010-7-21;22;29;36;41;48;58;0;;0.00;52;26438.48;3708;529.66;6850881.31;23482624.00;9500000.00;28395924.50;NULL
1199;2010-7-24;16;19;23;28;39;58;0;;0.00;71;22554.66;5692;401.91;18200523.70;27352780.00;22000000.00;28817340.54;NULL
1200;2010-7-28;3;10;11;39;54;56;1;SÃO PAULO/SP;21815376.29;91;21564.27;6489;432.01;0.00;33518376.00;2000000.00;29333748.06;NULL
1201;2010-7-31;28;32;36;49;55;60;0;;0.00;67;16653.27;3425;465.38;2055364.13;19058168.00;5000000.00;29627371.53;NULL
1202;2010-8-04;8;9;11;48;53;60;0;;0.00;63;19441.55;4195;417.10;4311607.33;20920800.00;7000000.00;29949692.00;NULL
1203;2010-8-07;7;9;30;33;38;55;0;;0.00;99;14840.80;6138;341.95;7018099.86;25095694.00;10000000.00;30336333.81;NULL
1204;2010-8-11;5;10;25;39;43;52;0;;0.00;95;16192.71;6613;332.31;18316592.66;26275440.00;22000000.00;30741151.60;NULL
1205;2010-8-14;4;13;14;26;29;35;0;;0.00;141;15034.23;9645;313.97;22221535.91;36208214.00;27000000.00;31299000.65;NULL
1206;2010-8-18;2;6;11;36;37;48;0;;0.00;112;20172.50;8526;378.55;26383440.55;38590864.00;31000000.00;31893558.47;NULL
1207;2010-8-21;9;11;22;32;35;56;0;;0.00;108;24942.19;8377;459.37;31345622.39;46011358.00;37000000.00;32602441.61;NULL
1208;2010-8-25;1;12;20;26;45;54;0;;0.00;125;24276.47;9464;458.06;36935598.02;51832516.00;43000000.00;33401009.57;NULL
1209;2010-8-28;5;14;17;30;35;38;0;;0.00;251;14955.49;16146;332.13;59900458.51;64118190.00;70000000.00;34388859.20;NULL
1210;2010-9-01;3;7;9;10;31;34;0;;0.00;993;7346.20;57447;181.40;73338200.39;124600180.00;85000000.00;36308536.62;NULL
1211;2010-9-04;3;15;31;36;48;54;7;"RIO DE JANEIRO/RJ; BOTUCATU/SP; MANDURI/SP; OSASCO/SP; PRAIA GRANDE/SP; Ribeirão Preto/SP; SÃO PAULO/SP";13217564.89;981;10616.29;44163;336.88;0.00;177888800.00;2000000.00;39049215.76;NULL
1212;2010-9-08;2;23;33;35;40;50;0;;0.00;28;38564.29;2326;663.18;1989105.38;18443790.00;4000000.00;39333373.68;NULL
1213;2010-9-11;3;11;26;34;45;53;0;;0.00;111;14827.50;6156;381.93;5020939.63;28112394.00;8000000.00;39766492.87;NULL
1214;2010-9-15;5;29;30;36;41;48;0;;0.00;87;20055.78;6593;378.07;33917085.84;29803386.00;40000000.00;40225664.67;NULL
1215;2010-9-18;10;25;30;47;50;51;0;;0.00;144;21544.81;10052;440.91;39632131.51;52992216.00;46000000.00;41042099.78;NULL
1216;2010-9-22;4;7;13;25;27;58;0;;0.00;555;6029.59;26524;180.23;45796594.37;57159394.00;53000000.00;41922737.34;NULL
1217;2010-9-25;5;11;15;28;43;50;0;;0.00;266;15239.05;16184;357.81;53263730.31;69238306.00;61000000.00;42989471.06;NULL
1218;2010-9-29;10;23;29;31;33;46;0;;0.00;211;23992.46;17290;418.27;62589221.31;86469726.00;75000000.00;44321684.07;NULL
1219;2010-10-02;2;33;34;37;41;53;0;;0.00;220;28644.89;17919;502.40;99517334.59;107640740.00;115000000.00;45980072.51;NULL
1220;2010-10-06;5;15;43;48;52;55;1;FONTOURA XAVIER/RS;119142144.27;377;28258.54;30478;499.35;0.00;181969176.00;3000000.00;48783616.75;NULL
1221;2010-10-09;5;14;37;43;46;58;0;;0.00;102;15007.28;5864;372.91;2819788.93;26146224.00;6000000.00;49186443.74;NULL
1222;2010-10-13;5;8;19;26;48;57;0;;0.00;121;11735.29;7404;273.97;5435524.20;24254156.00;8000000.00;49560120.23;NULL
1223;2010-10-16;15;17;35;42;47;48;0;;0.00;358;5816.15;9411;316.07;9271123.19;35565226.00;13000000.00;50108062.95;NULL
1224;2010-10-20;19;21;27;41;53;57;1;CARAPICUIBA/SP;13344577.42;124;17833.09;6867;460.02;0.00;37770716.00;23000000.00;50689985.00;NULL
1225;2010-10-23;31;32;34;40;50;55;1;BELO HORIZONTE/MG;24970852.82;36;64045.66;3825;861.11;0.00;39382110.00;2000000.00;51296733.30;NULL
1226;2010-10-27;10;31;40;50;55;56;0;;0.00;57;22714.31;9917;186.50;2385002.68;22114710.00;5000000.00;51637447.99;NULL
1227;2010-10-30;4;28;30;31;35;54;1;FORTALEZA/CE;5445377.96;463;3588.23;5301;447.71;0.00;28377038.00;1600000.00;52074644.47;NULL
1228;2010-11-03;10;23;36;50;52;60;0;;0.00;43;24741.50;3050;498.30;1959787.41;18171942.00;5000000.00;52354614.11;NULL
1229;2010-11-06;12;30;32;40;49;60;0;;0.00;42;38879.24;2827;825.16;14182939.00;27891626.00;18000000.00;52784332.00;NULL
1230;2010-11-10;9;12;19;22;35;37;0;;0.00;110;18549.80;9272;314.38;17941713.91;34852882.00;22000000.00;53321299.85;NULL
1231;2010-11-13;5;20;23;27;39;49;1;SÃO PAULO/SP;22383261.66;161;14975.94;9961;345.79;0.00;41183828.00;2000000.00;53955806.69;NULL
1232;2010-11-17;8;11;12;15;18;22;0;;0.00;161;6658.40;7374;207.68;1974742.97;18310616.00;4500000.00;54237912.84;NULL
1233;2010-11-20;22;29;32;49;54;59;0;;0.00;33;43459.53;3057;670.20;4616624.43;24496594.00;8000000.00;54615324.50;NULL
1234;2010-11-24;3;5;19;24;30;35;0;;0.00;120;12853.80;9102;242.09;17300360.17;26346304.00;21000000.00;55021234.06;NULL
1235;2010-11-27;10;16;20;26;49;55;0;;0.00;83;25186.56;6028;495.42;21151251.64;35707024.00;25000000.00;55571361.42;NULL
1236;2010-12-01;3;8;17;20;38;53;0;;0.00;136;16352.70;9270;342.72;25248033.37;37987018.00;30000000.00;56156615.97;NULL
1237;2010-12-04;5;18;21;26;39;59;1;SERINGUEIRAS/RO;30150521.09;132;20161.75;9303;408.67;0.00;45457850.00;2000000.00;56856971.38;NULL
1238;2010-12-08;13;14;24;39;40;45;0;;0.00;41;28938.22;3065;553.00;2185597.01;20265740.00;5000000.00;57169199.54;NULL
1239;2010-12-11;1;15;37;39;48;52;0;;0.00;57;27226.64;3794;584.35;16292399.49;26507920.00;20000000.00;57577599.08;NULL
1240;2010-12-15;8;9;12;22;42;49;0;;0.00;123;15840.70;8257;337.10;19881568.56;33280228.00;24000000.00;58090337.54;NULL
1241;2010-12-18;10;13;25;26;28;45;0;;0.00;181;12479.72;12556;257.00;24042571.82;38582506.00;26000000.00;58684766.59;NULL
1242;2010-12-20;11;34;45;48;51;54;0;;0.00;19;46855.32;2046;621.59;25682508.00;15206152.00;29000000.00;58919043.21;NULL
1243;2010-12-22;9;19;23;29;32;57;0;;0.00;139;15365.51;8401;363.18;29616886.54;36481150.00;34000000.00;59481097.30;NULL
1244;2010-12-24;2;8;15;25;34;45;0;;0.00;124;16432.85;9080;320.59;104122626.00;34804982.00;200000000.00;104122626.00;NULL
1245;2010-12-31;2;10;34;37;43;50;4;"CARIACICA/ES; BELO HORIZONTE/MG; FAZENDA RIO GRANDE/PR; PINHAIS/PR";48598800.01;1561;17722.09;94921;416.34;0.00;472524744.00;2000000.00;0.00;NULL
1246;2011-1-05;10;37;40;43;57;59;0;;0.00;46;25351.73;3939;422.94;2148225.48;19919216.00;4700000.00;306889.37;NULL
1247;2011-1-08;3;9;11;24;36;51;0;;0.00;164;9098.41;9543;223.37;4896902.11;25486842.00;8000000.00;699557.47;NULL
1248;2011-1-12;20;33;34;57;58;60;0;;0.00;86;18318.69;3832;587.31;7798968.50;26909134.00;11000000.00;1114138.40;NULL
1249;2011-1-15;3;8;36;40;51;53;1;SÃO PAULO/SP;11177972.67;103;17808.90;5887;445.12;0.00;31331494.00;9000000.00;1596853.29;NULL
1250;2011-1-19;1;2;24;40;51;59;0;;0.00;61;23819.88;4394;472.40;9702756.58;24818540.00;12000000.00;1979225.06;NULL
